,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax_label3
4780,20,700.0,41.61791450287817,0,0,3,1732.0508075688772,3,1.0,4242.640687119285,1.0,5.391556705395693,1,2,0
4783,40,680.0,77.45966692414834,0,3,0,3162.2776601683795,3,1.147202690439877,3872.983346207417,0.0,5.528237836767902,1,8,2
4789,20,830.0,0.0,3,1,3,4472.13595499958,3,1.189207115002721,9433.981132056604,0.0,4.62611441266131,1,1,2
4791,20,720.0,74.00828044922852,2,1,3,3872.983346207417,1,1.147202690439877,3741.657386773941,1.0,1.0,1,1,0
4797,40,990.0,97.40037464252967,1,3,3,19493.58868961793,6,1.147202690439877,4795.83152331272,0.0,0.0,1,1,2
4798,40,890.0,111.39871474119823,0,3,3,7745.966692414834,3,1.3642616018213658,27477.263328068173,1.0,8.833212145789584,1,11,1
4811,30,800.0,74.61745347323253,0,3,3,7071.067811865475,1,1.147202690439877,13228.756555322952,1.0,4.7310706278388395,1,6,1
4814,40,630.0,74.00828044922852,3,1,0,2236.06797749979,3,1.2753731068584542,6633.2495807108,1.0,2.5607496020310148,1,5,0
4829,30,570.0,75.21206186172788,1,1,0,5916.079783099616,3,1.147202690439877,5656.85424949238,0.0,5.737957412381924,1,3,2
4834,30,550.0,78.51378224852613,0,3,0,2645.7513110645905,1,1.147202690439877,5196.152422706632,1.0,0.0,1,1,1
4835,30,790.0,31.622776601683793,3,1,3,10000.0,5,1.0,2645.7513110645905,0.0,4.064813850824943,1,4,2
4838,40,620.0,79.52707287670506,0,3,0,3464.1016151377544,1,1.2228445449938519,7615.773105863908,0.0,5.011957040334737,1,4,2
4839,50,530.0,72.08434242404263,0,3,3,7745.966692414834,3,1.189207115002721,7071.067811865475,1.0,2.189938703094842,1,3,1
4841,50,820.0,88.01117367933934,0,2,0,5000.0,1,1.0905077326652577,6324.555320336759,1.0,3.760603093086394,1,1,1
4842,20,620.0,85.72321289096399,2,1,3,8366.600265340756,5,1.147202690439877,2645.7513110645905,0.0,0.0,1,2,2
4845,30,940.0,75.79289311365564,0,3,2,14142.13562373095,6,1.0,4242.640687119285,0.0,3.6214468170337666,1,1,2
4846,30,780.0,72.08434242404263,1,2,3,6324.555320336759,0,1.189207115002721,7000.0,0.0,3.2747221706220526,1,1,2
4852,30,640.0,74.61745347323253,0,3,3,7071.067811865475,1,1.2510334048590739,7416.198487095663,0.0,5.864705196669282,1,6,2
4854,30,640.0,37.60603093086394,4,3,0,5656.85424949238,1,1.189207115002721,5477.2255750516615,1.0,3.2010858729436795,1,1,0
4855,30,910.0,76.91605673134588,0,3,0,2000.0,3,1.189207115002721,4898.979485566356,0.0,0.0,1,1,2
4862,50,600.0,76.91605673134588,0,3,2,2236.06797749979,3,1.2510334048590739,12206.555615733703,1.0,7.225062805578423,1,15,1
4865,40,740.0,100.0,5,1,2,31622.776601683792,2,1.0905077326652577,9165.15138991168,1.0,4.789017632287381,1,1,0
4875,50,680.0,79.52707287670506,5,3,3,4472.13595499958,3,1.0905077326652577,3464.1016151377544,1.0,0.0,1,1,0
4876,40,610.0,77.99206709850829,0,3,3,5477.2255750516615,3,1.2228445449938519,5000.0,1.0,0.0,1,1,1
4880,40,670.0,80.50304775850329,0,3,3,8944.27190999916,1,1.2228445449938519,9273.618495495704,1.0,4.87542086880809,1,3,1
4881,40,970.0,81.903625881272,0,3,3,10000.0,6,1.0,0.0,1.0,0.0,1,1,1
4884,30,910.0,56.23413251903491,3,1,0,3872.983346207417,3,1.0,1414.213562373095,0.0,5.495392410108945,1,3,2
4887,20,650.0,57.5901449065324,0,0,0,3000.0,3,1.0905077326652577,2828.42712474619,1.0,0.0,1,1,0
4888,20,520.0,76.91605673134588,0,3,0,1000.0,3,1.147202690439877,7874.007874011811,1.0,0.0,1,1,1
4889,20,590.0,75.21206186172788,2,1,0,4472.13595499958,0,1.147202690439877,5916.079783099616,1.0,0.0,1,1,0
4892,40,640.0,70.71067811865476,0,3,0,5477.2255750516615,1,1.2753731068584542,4690.41575982343,0.0,2.3596110617705666,1,3,2
4899,30,690.0,93.06048591020996,0,3,0,9219.544457292888,1,1.147202690439877,9165.15138991168,1.0,9.197774424731097,1,37,1
4901,30,910.0,97.40037464252967,0,3,2,7071.067811865475,3,1.147202690439877,20346.989949375806,1.0,0.0,1,1,1
4903,30,940.0,84.08964152537145,0,3,3,7745.966692414834,6,1.189207115002721,11789.826122551596,1.0,3.027400104035091,1,1,1
4912,60,910.0,74.00828044922852,0,3,2,2000.0,3,1.0,4000.0,0.0,4.046072854478142,1,1,2
4914,30,630.0,76.36066981663598,0,3,0,3464.1016151377544,3,1.147202690439877,6000.0,0.0,0.0,1,1,2
4915,40,740.0,79.52707287670506,0,3,3,6324.555320336759,1,1.0905077326652577,6082.76253029822,1.0,3.6780088714505137,1,4,1
4917,20,580.0,77.45966692414834,0,0,3,1000.0,3,1.2510334048590739,8602.325267042626,1.0,2.0,1,2,0
4918,40,750.0,95.73479717381596,1,2,3,3872.983346207417,1,1.2753731068584542,5000.0,0.0,1.6265765616977859,1,1,2
4922,30,700.0,84.08964152537145,0,3,2,2000.0,1,1.2510334048590739,7416.198487095663,1.0,3.692990887747471,1,2,1
4926,20,800.0,94.57416090031758,0,3,3,14142.13562373095,3,1.147202690439877,6557.438524302001,0.0,3.80675409583932,1,1,2
4933,50,750.0,79.52707287670506,0,3,2,5477.2255750516615,3,1.189207115002721,8602.325267042626,1.0,5.0139415812265975,1,2,1
4936,30,940.0,96.85469281169013,0,3,3,18708.286933869706,6,1.0905077326652577,15588.457268119895,1.0,0.0,1,1,1
4941,40,610.0,86.1173529963367,4,3,3,7071.067811865475,3,1.147202690439877,10583.005244258362,1.0,12.05816942129408,1,99,0
4942,30,560.0,72.74271525128259,0,3,2,4472.13595499958,1,1.189207115002721,8185.35277187245,0.0,1.0,1,1,2
4945,20,660.0,0.0,3,1,3,3464.1016151377544,1,1.0905077326652577,3316.6247903554,1.0,3.589442676339201,1,1,0
4948,30,760.0,81.903625881272,0,3,3,3872.983346207417,1,1.189207115002721,3605.5512754639894,1.0,6.339326667306255,1,5,1
4950,30,890.0,79.52707287670506,0,3,2,10000.0,6,1.0,10000.0,1.0,2.9129506302439405,1,1,1
4954,50,540.0,88.01117367933934,5,1,0,7071.067811865475,2,1.0905077326652577,6403.1242374328485,1.0,3.683023210115643,1,1,0
4955,50,690.0,74.00828044922852,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,0.0,5.141848707693039,1,1,2
4956,40,630.0,84.08964152537145,0,3,3,2236.06797749979,3,1.3495037187195416,8124.03840463596,1.0,1.6265765616977859,1,2,1
4969,30,790.0,47.28708045015879,3,1,3,5477.2255750516615,3,1.147202690439877,4472.13595499958,0.0,0.0,1,1,2
4970,60,580.0,74.00828044922852,2,1,3,5477.2255750516615,3,1.2228445449938519,7141.42842854285,1.0,4.391731039349508,1,1,0
4971,30,880.0,69.99271023161167,0,3,3,5477.2255750516615,1,1.0905077326652577,5477.2255750516615,0.0,1.6265765616977859,1,1,2
4973,30,970.0,131.60740129524925,5,3,3,12083.045973594571,4,1.0,30000.0,1.0,2.2795070569547775,1,1,0
4978,50,980.0,100.24906793143212,1,3,2,9110.433579144299,1,1.0905077326652577,16522.711641858306,1.0,4.553728291557119,1,3,1
4983,20,660.0,65.13555624326305,0,3,3,1732.0508075688772,3,1.0,2449.489742783178,1.0,6.60306434265056,1,5,1
4986,40,570.0,79.52707287670506,0,3,3,2645.7513110645905,3,1.3779800151366282,9165.15138991168,1.0,3.6371357625641294,1,2,1
4989,30,840.0,75.79289311365564,0,3,0,10000.0,2,1.0,4242.640687119285,1.0,5.070495070933891,1,1,1
4991,20,510.0,71.40741917751113,0,0,3,1732.0508075688772,3,1.0,4242.640687119285,1.0,4.7753019278348,1,4,0
5001,20,710.0,37.60603093086394,0,3,2,3741.657386773941,3,1.0,4242.640687119285,0.0,0.0,1,1,2
5003,50,890.0,49.49232003839765,0,3,2,10000.0,3,1.0,2236.06797749979,0.0,4.989969859225351,1,1,2
5005,40,540.0,68.48661007688605,0,3,0,2236.06797749979,3,1.3160740129524924,7483.314773547882,0.0,5.5850647194964935,1,2,2
5006,20,940.0,80.50304775850329,0,3,0,5916.079783099616,2,1.0,4000.0,1.0,5.537094855022062,1,3,1
5007,30,770.0,82.7988804296353,0,3,3,5099.019513592785,1,1.0,2828.42712474619,1.0,5.790173505904674,1,2,1
5008,50,990.0,94.57416090031758,0,3,3,10000.0,1,1.0,4242.640687119285,1.0,4.898979485566356,1,1,1
5016,50,970.0,104.66351393921056,0,3,3,22360.679774997898,6,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
5020,50,980.0,117.40548859440185,0,3,2,10000.0,3,1.2968395546510096,19026.29759044045,1.0,0.0,1,1,1
5023,40,720.0,85.32355998949247,0,0,3,5477.2255750516615,1,1.2968395546510096,16583.123951777,0.0,2.806066263296683,1,2,2
5029,50,980.0,66.87403049764221,5,1,2,10000.0,2,1.0,0.0,0.0,2.4828237961983883,1,2,2
5030,30,770.0,68.48661007688605,0,3,0,6324.555320336759,1,1.189207115002721,6324.555320336759,0.0,0.0,1,1,2
5032,40,730.0,74.00828044922852,0,3,3,1000.0,6,1.147202690439877,6557.438524302001,0.0,0.0,1,1,2
5033,50,560.0,82.7988804296353,0,3,2,7071.067811865475,1,1.4449213230933524,17606.81686165901,1.0,1.189207115002721,1,1,1
5036,40,1000.0,90.80865185231703,0,3,2,3162.2776601683795,3,1.2968395546510096,29189.03903865285,1.0,4.782174531743749,1,2,1
5039,50,950.0,95.15978740065269,0,3,2,4000.0,1,1.189207115002721,17233.687939614087,1.0,2.9525917237371897,1,1,1
5043,30,920.0,63.245553203367585,5,3,0,5477.2255750516615,3,1.0,4242.640687119285,0.0,4.723972227312666,1,4,2
5048,20,870.0,80.97801259787747,0,3,3,10954.451150103323,5,1.0,4242.640687119285,0.0,0.0,1,1,2
5051,30,830.0,77.45966692414834,5,1,3,5000.0,2,1.0905077326652577,3316.6247903554,1.0,4.6210557780730825,1,5,0
5055,40,810.0,100.0,5,1,3,10000.0,5,1.147202690439877,4000.0,1.0,0.0,1,1,0
5058,30,560.0,80.50304775850329,4,3,3,8660.254037844386,1,1.147202690439877,8485.28137423857,1.0,5.60504738113872,1,15,0
5059,20,750.0,62.23329772884784,2,1,0,0.0,3,1.0,4242.640687119285,1.0,0.0,1,1,0
5061,40,670.0,65.13555624326305,1,3,2,3316.6247903554,3,1.2753731068584542,16000.0,0.0,4.864598558195575,1,3,2
5062,40,680.0,77.45966692414834,0,3,2,2449.489742783178,3,1.0,1414.213562373095,1.0,6.196184926299805,1,17,1
5064,50,830.0,77.45966692414834,3,1,0,5477.2255750516615,3,1.0,4242.640687119285,1.0,4.13022058844706,1,3,0
5066,20,660.0,74.00828044922852,0,3,0,5477.2255750516615,2,1.0,4242.640687119285,1.0,1.4953487812212205,1,2,1
5067,30,950.0,97.66981117095219,0,3,2,10000.0,1,1.3779800151366282,21517.434791350013,1.0,2.0597671439071177,1,1,1
5071,40,760.0,79.52707287670506,0,3,2,6855.654600401044,1,1.0905077326652577,6855.654600401044,0.0,3.631928682982765,1,2,2
5075,30,670.0,88.01117367933934,0,2,3,2449.489742783178,5,1.0,4242.640687119285,1.0,0.0,1,1,1
5077,60,720.0,74.00828044922852,3,1,2,5477.2255750516615,1,1.189207115002721,11045.36101718726,0.0,0.0,1,1,2
5078,40,590.0,74.61745347323253,0,3,0,4472.13595499958,3,1.2228445449938519,7549.83443527075,0.0,4.361914440981213,1,3,2
5079,20,750.0,0.0,3,1,3,7937.253933193771,5,1.0,4242.640687119285,0.0,3.956320998414882,1,1,2
5080,20,720.0,74.00828044922852,1,3,3,1732.0508075688772,3,1.0905077326652577,2449.489742783178,0.0,1.0,1,2,2
5081,20,680.0,66.87403049764221,0,3,0,2236.06797749979,1,1.0,1000.0,0.0,5.507404268455894,1,2,2
5092,30,640.0,77.45966692414834,3,1,0,2828.42712474619,3,1.147202690439877,8062.25774829855,0.0,3.288868167986058,1,2,2
5094,40,620.0,84.08964152537145,0,3,2,2236.06797749979,3,1.0905077326652577,5477.2255750516615,1.0,4.543101081920838,1,3,1
5097,20,540.0,81.903625881272,0,3,2,10000.0,3,1.390804235062458,7810.249675906654,1.0,8.16108468412054,1,18,1
5100,30,660.0,84.08964152537145,0,2,3,4472.13595499958,3,1.2510334048590739,6244.9979983983985,1.0,3.2237097954706257,1,2,1
5101,50,900.0,62.23329772884784,5,3,2,5916.079783099616,1,1.147202690439877,9380.83151964686,0.0,5.740602242497573,1,2,2
5106,40,910.0,41.61791450287817,3,1,0,5477.2255750516615,2,1.147202690439877,4242.640687119285,1.0,3.3635856610148585,1,2,0
5108,80,690.0,70.71067811865476,2,1,3,5477.2255750516615,3,1.147202690439877,2449.489742783178,0.0,4.358898943540674,1,1,2
5111,20,840.0,70.71067811865476,0,3,3,3162.2776601683795,7,1.0,4242.640687119285,1.0,5.4711295994695215,1,5,1
5114,30,750.0,68.48661007688605,0,3,3,3162.2776601683795,3,1.0,4242.640687119285,1.0,1.6817928305074292,1,1,1
5115,40,600.0,79.52707287670506,3,1,3,7071.067811865475,2,1.0,4123.105625617661,1.0,5.3249313382911945,1,5,0
5118,40,970.0,100.0,0,3,3,12247.44871391589,0,1.0905077326652577,11575.836902790226,1.0,0.0,1,1,1
5119,30,590.0,79.52707287670506,0,3,3,7071.067811865475,1,1.189207115002721,12328.828005937952,1.0,0.0,1,1,1
5122,50,970.0,85.32355998949247,0,3,2,3000.0,3,1.147202690439877,15329.709716755891,1.0,4.661068652401553,1,5,1
5123,20,870.0,81.44476398584995,0,3,0,3316.6247903554,0,1.0,6557.438524302001,1.0,4.072238199292498,1,1,1
5124,30,530.0,90.80865185231703,0,3,3,5477.2255750516615,1,1.189207115002721,5744.562646538028,1.0,3.7416573867739413,1,1,1
5127,20,840.0,69.99271023161167,1,3,0,3162.2776601683795,3,1.0,2000.0,1.0,4.072238199292498,1,2,1
5128,40,670.0,84.08964152537145,5,3,2,4472.13595499958,2,1.147202690439877,16155.494421403511,1.0,5.1307790014944485,1,3,0
5129,30,660.0,71.40741917751113,0,3,3,5916.079783099616,1,1.0905077326652577,5916.079783099616,0.0,2.514866859365871,1,1,2
5131,40,650.0,73.38368215846425,0,3,2,5000.0,1,1.189207115002721,12767.145334803705,0.0,4.894721350743255,1,2,2
5139,60,880.0,74.00828044922852,0,3,2,0.0,1,1.189207115002721,6855.654600401044,1.0,0.0,1,1,1
5142,40,690.0,88.01117367933934,0,0,3,7071.067811865475,1,1.189207115002721,8246.211251235321,1.0,4.587762546149178,1,2,0
5143,60,660.0,74.00828044922852,5,3,0,11401.75425099138,6,1.2228445449938519,2828.42712474619,0.0,5.0762385142396775,1,1,2
5146,30,670.0,84.91821094987799,5,0,3,3162.2776601683795,1,1.2228445449938519,6164.414002968976,1.0,3.4459167266545947,1,1,0
5153,50,650.0,94.57416090031758,4,3,2,4472.13595499958,3,1.189207115002721,21470.91055358389,0.0,5.041480938601045,1,3,2
5155,40,610.0,68.48661007688605,0,2,3,3162.2776601683795,5,1.0,1000.0,0.0,5.641600918682489,1,4,2
5156,40,940.0,98.72585449014339,0,3,2,10000.0,1,1.0905077326652577,20371.54878746336,1.0,5.176439124914783,1,2,1
5159,30,540.0,79.52707287670506,2,1,3,2236.06797749979,3,1.0905077326652577,5385.164807134504,1.0,3.8112778757700085,1,2,0
5160,50,630.0,77.45966692414834,0,3,0,4472.13595499958,3,1.2228445449938519,12806.248474865697,1.0,8.157402714005022,1,19,1
5168,40,620.0,81.44476398584995,0,3,2,8366.600265340756,1,1.189207115002721,8774.964387392121,1.0,2.942830956382712,1,1,1
5169,30,890.0,74.00828044922852,2,1,2,5477.2255750516615,3,1.147202690439877,7280.1098892805185,0.0,0.0,1,1,2
5173,40,660.0,66.87403049764221,1,3,3,2000.0,3,1.0,4242.640687119285,0.0,5.255706863388241,1,3,2
5180,30,990.0,88.01117367933934,0,3,2,10000.0,3,1.0,3605.5512754639894,1.0,3.9111454256749845,1,3,1
5194,30,750.0,76.91605673134588,1,0,3,10000.0,6,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
5195,40,640.0,79.52707287670506,5,0,2,7071.067811865475,1,1.2228445449938519,11958.260743101398,0.0,0.0,1,1,2
5198,30,750.0,77.45966692414834,0,3,3,2236.06797749979,1,1.189207115002721,6403.1242374328485,1.0,0.0,1,1,1
5199,30,610.0,71.40741917751113,0,3,0,3162.2776601683795,3,1.0,4242.640687119285,0.0,10.35648113126922,1,99,2
5211,20,620.0,66.87403049764221,3,1,3,2449.489742783178,3,1.4716442405241812,4898.979485566356,1.0,1.0,1,1,0
5212,50,600.0,66.87403049764221,3,1,3,3872.983346207417,1,1.147202690439877,4472.13595499958,0.0,0.0,1,1,2
5219,40,730.0,70.71067811865476,3,1,3,2236.06797749979,3,1.147202690439877,4472.13595499958,1.0,4.844934384345263,1,1,0
5224,40,870.0,94.57416090031758,0,3,2,10000.0,3,1.189207115002721,10295.630140987001,0.0,0.0,1,1,2
5225,20,650.0,84.08964152537145,2,1,3,3162.2776601683795,3,1.189207115002721,8246.211251235321,1.0,4.53508145474843,1,6,0
5226,30,850.0,90.4729394452974,0,3,3,8366.600265340756,1,1.0905077326652577,7874.007874011811,1.0,4.840531895124745,1,1,1
5229,30,670.0,31.622776601683793,3,1,3,0.0,3,1.147202690439877,1414.213562373095,0.0,0.0,1,1,2
5239,30,670.0,49.49232003839765,5,3,3,4472.13595499958,1,1.0,3316.6247903554,1.0,0.0,1,1,0
5251,20,750.0,76.36066981663598,2,1,0,2449.489742783178,3,1.147202690439877,4358.898943540674,1.0,0.0,1,1,0
5261,30,700.0,77.45966692414834,2,1,3,7071.067811865475,1,1.0905077326652577,6557.438524302001,1.0,1.9343364202676694,1,1,0
5262,30,610.0,84.08964152537145,0,3,3,3162.2776601683795,3,1.2968395546510096,11269.427669584646,1.0,7.3779025204340645,1,21,1
5271,30,620.0,79.52707287670506,0,3,2,5477.2255750516615,7,1.189207115002721,13453.62404707371,1.0,6.356917075308872,1,4,1
5272,30,940.0,88.01117367933934,0,3,3,22360.679774997898,6,1.0905077326652577,4582.57569495584,1.0,0.0,1,1,1
5273,40,710.0,37.60603093086394,2,1,0,3316.6247903554,1,1.0905077326652577,3316.6247903554,0.0,4.61598047576704,1,1,2
5275,20,700.0,69.99271023161167,0,3,3,1000.0,3,1.2228445449938519,7141.42842854285,1.0,7.6106742034000066,1,14,1
5279,40,690.0,75.21206186172788,0,3,0,4472.13595499958,3,1.2228445449938519,5830.951894845301,1.0,3.1779718278112656,1,2,1
5281,30,830.0,75.21206186172788,0,3,3,5000.0,3,1.0,4242.640687119285,1.0,6.720592173502634,1,10,1
5290,20,590.0,77.45966692414834,2,1,3,1732.0508075688772,3,1.147202690439877,4795.83152331272,0.0,6.020725697188315,1,7,2
5294,20,890.0,89.79007600118484,0,3,2,18708.286933869706,6,1.0,9539.392014169456,0.0,0.0,1,1,2
5295,40,980.0,93.06048591020996,0,3,2,48166.37831516918,1,1.147202690439877,15231.546211727817,1.0,2.6723451177837885,1,1,1
5296,50,810.0,56.23413251903491,2,1,3,5477.2255750516615,3,1.0,4472.13595499958,0.0,0.0,1,1,2
5297,30,710.0,76.91605673134588,0,3,0,6324.555320336759,1,1.2510334048590739,6633.2495807108,1.0,5.123359200447825,1,1,1
5298,40,900.0,91.46912192286945,0,3,2,5477.2255750516615,7,1.3160740129524924,14106.735979665884,1.0,0.0,1,1,1
5299,70,680.0,0.0,3,1,0,3162.2776601683795,3,1.2753731068584542,6082.76253029822,0.0,4.85807034144339,1,4,2
5300,30,830.0,79.52707287670506,5,3,3,4472.13595499958,6,1.0,4242.640687119285,1.0,5.593654949523078,1,2,0
5302,30,570.0,69.25194237934933,3,1,3,2236.06797749979,3,1.2228445449938519,5830.951894845301,0.0,0.0,1,1,2
5303,40,650.0,56.23413251903491,3,1,0,1732.0508075688772,3,1.147202690439877,3000.0,0.0,5.017903608483163,1,1,2
5306,30,1000.0,74.00828044922852,5,3,2,11832.159566199232,5,1.147202690439877,8485.28137423857,1.0,4.229485053762256,1,2,0
5307,60,700.0,60.046242808888465,0,0,3,4472.13595499958,3,1.0,3000.0,1.0,0.0,1,1,0
5308,30,630.0,80.97801259787747,0,3,2,7071.067811865475,1,1.2510334048590739,15362.291495737216,1.0,3.6423205736757436,1,2,1
5310,30,590.0,83.23582900575634,0,2,2,2449.489742783178,3,1.0905077326652577,5385.164807134504,1.0,0.0,1,1,1
5312,20,800.0,49.49232003839765,1,2,0,0.0,3,1.0,1000.0,1.0,4.786739858690797,1,3,1
5313,70,840.0,88.01117367933934,5,1,3,4472.13595499958,2,1.0,1414.213562373095,0.0,0.0,1,1,2
5314,30,990.0,83.23582900575634,0,3,3,7071.067811865475,6,1.0905077326652577,8185.35277187245,1.0,3.2531531233955717,1,1,1
5317,40,780.0,96.01845894041878,0,3,2,3162.2776601683795,3,1.0905077326652577,3741.657386773941,1.0,0.0,1,1,1
5321,20,840.0,74.00828044922852,0,3,2,7745.966692414834,0,1.0905077326652577,11958.260743101398,1.0,0.0,1,1,1
5330,30,710.0,69.99271023161167,0,3,0,7483.314773547882,1,1.147202690439877,8944.27190999916,0.0,1.6817928305074292,1,1,2
5334,30,570.0,77.45966692414834,0,3,0,5000.0,1,1.3160740129524924,3316.6247903554,1.0,6.6731467956597985,1,6,1
5338,20,950.0,80.50304775850329,0,3,3,7071.067811865475,0,1.0905077326652577,11045.36101718726,1.0,5.51338084183755,1,2,1
5340,30,620.0,84.08964152537145,0,3,3,10000.0,1,1.2510334048590739,15198.684153570664,1.0,0.0,1,1,1
5346,30,850.0,89.79007600118484,3,1,3,2236.06797749979,3,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
5347,30,790.0,86.1173529963367,2,1,3,3000.0,1,1.147202690439877,4000.0,1.0,3.395962690412072,1,1,0
5348,30,730.0,0.0,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,1.0,3.1622776601683795,1,2,0
5352,60,750.0,0.0,3,1,0,7071.067811865475,0,1.147202690439877,4242.640687119285,0.0,0.0,1,1,2
5353,20,910.0,0.0,3,1,0,10000.0,2,1.0,7348.469228349534,1.0,1.3160740129524924,1,1,0
5356,40,590.0,81.903625881272,0,3,2,5477.2255750516615,1,1.189207115002721,6708.203932499369,1.0,0.0,1,1,1
5358,20,750.0,0.0,3,1,0,0.0,3,1.147202690439877,4242.640687119285,1.0,0.0,1,1,0
5359,50,880.0,84.08964152537145,0,3,3,10000.0,5,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
5360,50,580.0,85.32355998949247,0,3,2,7071.067811865475,1,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
5362,40,690.0,79.52707287670506,1,0,3,3162.2776601683795,3,1.0905077326652577,3162.2776601683795,1.0,6.853325781200651,1,23,0
5363,50,870.0,68.48661007688605,2,1,3,7071.067811865475,6,1.0,4582.57569495584,0.0,0.0,1,2,2
5367,40,700.0,0.0,3,1,3,0.0,3,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
5368,30,750.0,82.35490260528069,0,3,0,8366.600265340756,1,1.147202690439877,9000.0,1.0,5.128927068689104,1,2,1
5370,40,810.0,88.01117367933934,0,0,3,3162.2776601683795,0,1.0,4242.640687119285,0.0,2.530439534435243,1,1,2
5371,50,750.0,74.00828044922852,0,3,0,3162.2776601683795,0,1.0,4242.640687119285,1.0,3.98822939668556,1,1,1
5374,30,870.0,78.51378224852613,2,1,3,10000.0,5,1.0,4242.640687119285,0.0,3.736875706224244,1,1,2
5376,40,950.0,65.13555624326305,0,3,2,4123.105625617661,6,1.147202690439877,9165.15138991168,0.0,0.0,1,1,2
5377,30,660.0,69.99271023161167,0,3,3,4472.13595499958,3,1.2968395546510096,6855.654600401044,0.0,5.372312293540243,1,3,2
5378,70,840.0,84.08964152537145,3,1,2,10000.0,3,1.2753731068584542,17320.508075688773,0.0,5.0971327345413675,1,1,2
5379,30,920.0,0.0,3,1,0,3162.2776601683795,3,1.147202690439877,4242.640687119285,1.0,0.0,1,1,0
5381,40,840.0,56.23413251903491,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,1.0,0.0,1,1,0
5383,50,730.0,88.01117367933934,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,1.0,0.0,1,1,0
5384,70,750.0,74.00828044922852,2,1,3,2236.06797749979,3,1.189207115002721,3000.0,0.0,0.0,1,1,2
5385,40,690.0,81.903625881272,5,1,3,5000.0,2,1.0,3872.983346207417,1.0,2.0305431848689306,1,1,0
5386,20,930.0,74.00828044922852,0,3,3,14142.13562373095,5,1.147202690439877,6557.438524302001,1.0,0.0,1,1,1
5387,40,980.0,84.91821094987799,0,3,2,10000.0,5,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
5391,60,970.0,88.01117367933934,0,3,2,2236.06797749979,3,1.147202690439877,9165.15138991168,1.0,0.0,1,1,1
5392,30,900.0,84.08964152537145,0,0,3,14142.13562373095,1,1.0905077326652577,14142.13562373095,1.0,1.9343364202676694,1,1,0
5396,30,950.0,76.36066981663598,0,3,2,7071.067811865475,1,1.189207115002721,7348.469228349534,1.0,4.924298052104917,1,1,1
5397,30,980.0,81.903625881272,4,3,2,6324.555320336759,6,1.0,4242.640687119285,1.0,3.92775363541828,1,1,0
5399,50,840.0,86.1173529963367,5,1,2,5477.2255750516615,0,1.147202690439877,7810.249675906654,1.0,0.0,1,1,0
5402,20,770.0,0.0,3,1,3,1000.0,3,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
5403,30,780.0,69.99271023161167,0,3,0,7071.067811865475,2,1.147202690439877,6000.0,0.0,0.0,1,1,2
5405,40,1000.0,100.0,0,3,2,15811.388300841896,6,1.0,19595.917942265423,1.0,1.7320508075688772,1,1,1
5406,40,750.0,58.856619127654234,3,1,0,2236.06797749979,3,1.147202690439877,4242.640687119285,1.0,3.626699110481307,1,1,0
5414,50,960.0,66.87403049764221,2,1,2,10000.0,3,1.147202690439877,7280.1098892805185,1.0,0.0,1,1,0
5415,40,840.0,66.87403049764221,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,1.0,0.0,1,1,0
5416,60,990.0,88.01117367933934,0,3,2,10000.0,6,1.147202690439877,9165.15138991168,1.0,5.4619472516999465,1,1,1
5417,20,840.0,70.71067811865476,0,3,3,3162.2776601683795,3,1.0,1732.0508075688772,0.0,4.057348596454873,1,2,2
5420,30,830.0,0.0,3,1,2,3464.1016151377544,3,1.147202690439877,6633.2495807108,0.0,5.739280284495714,1,2,2
5422,50,720.0,74.00828044922852,4,3,0,3162.2776601683795,3,1.0905077326652577,5291.502622129181,0.0,0.0,1,1,2
5426,30,970.0,86.1173529963367,0,3,0,17029.386365926403,5,1.147202690439877,6000.0,0.0,0.0,1,1,2
5427,50,980.0,0.0,3,1,2,3162.2776601683795,3,1.147202690439877,6633.2495807108,1.0,0.0,1,1,0
5428,50,670.0,0.0,3,1,3,2236.06797749979,3,1.147202690439877,4472.13595499958,0.0,0.0,1,1,2
5429,30,600.0,86.1173529963367,0,3,0,6708.203932499369,1,1.147202690439877,6633.2495807108,1.0,6.4239723352398315,1,4,1
5430,30,880.0,84.08964152537145,5,1,0,5477.2255750516615,7,1.0905077326652577,4582.57569495584,0.0,0.0,1,1,2
5431,50,970.0,0.0,3,1,3,7071.067811865475,3,1.147202690439877,4472.13595499958,1.0,0.0,1,1,0
5432,30,860.0,0.0,3,1,2,1000.0,3,1.0,4242.640687119285,0.0,4.072238199292498,1,1,2
